Mouse_Tissue_ID,Experiment,bc1_well,well_type,Tissue,Genotype,Protocol,Chemistry,Multiplexed_sample1,Multiplexed_sample2,Row,Column,SampleType,Sex,Age,Notes,DOB,Age_days,Body_weight_g,Estrus_cycle,Dissection_date,Dissection_time,ZT,Dissector,Tissue_weight_mg
157_B6129S1F1J_10M_25,igvf_023,E8,Single,GonadsMale,B6129S1F1J,Parse_WT_Mega,v2,NA,NA,E,8,Nuclei,Male,PNM_02,NA,7/10/23,73,24.4,NA,9/21/23,12:13 ,ZT5.5,GF,164
194_B6CASTF1J_10F_26,igvf_023,F1,Single,GonadsFemale,B6CASTF1J,Parse_WT_Mega,v2,NA,NA,F,1,Nuclei,Female,PNM_02,NA,5/2/23,69,16.68,Estrus,7/10/23,10:30 ,ZT4,GF,87
191_B6CASTF1J_10M_25,igvf_023,F2,Single,GonadsMale,B6CASTF1J,Parse_WT_Mega,v2,NA,NA,F,2,Nuclei,Male,PNM_02,NA,5/2/23,69,31.5,NA,7/10/23,12:23 ,ZT6,GF,184
196_B6CASTF1J_10F_26,igvf_023,F3,Single,GonadsFemale,B6CASTF1J,Parse_WT_Mega,v2,NA,NA,F,3,Nuclei,Female,PNM_02,NA,5/2/23,69,17.28,Estrus,7/10/23,10:55 ,ZT4.5,GF,72
193_B6CASTF1J_10M_25,igvf_023,F4,Single,GonadsMale,B6CASTF1J,Parse_WT_Mega,v2,NA,NA,F,4,Nuclei,Male,PNM_02,NA,5/2/23,69,22.8,NA,7/10/23,12:55 ,ZT6.5,GF,147
202_B6CASTF1J_10F_26,igvf_023,F5,Single,GonadsFemale,B6CASTF1J,Parse_WT_Mega,v2,NA,NA,F,5,Nuclei,Female,PNM_02,NA,5/30/23,65,19.2,Diestrus,8/3/23,13:36 ,ZT7,GF,61
195_B6CASTF1J_10M_25,igvf_023,F6,Single,GonadsMale,B6CASTF1J,Parse_WT_Mega,v2,NA,NA,F,6,Nuclei,Male,PNM_02,NA,5/2/23,69,23.8,NA,7/10/23,13:26 ,ZT7,GF,175
204_B6CASTF1J_10F_26,igvf_023,F7,Single,GonadsFemale,B6CASTF1J,Parse_WT_Mega,v2,NA,NA,F,7,Nuclei,Female,PNM_02,NA,5/30/23,65,20.1,Metestrus,8/3/23,14:08 ,ZT7.5,GF,59
197_B6CASTF1J_10M_25,igvf_023,F8,Single,GonadsMale,B6CASTF1J,Parse_WT_Mega,v2,NA,NA,F,8,Nuclei,Male,PNM_02,NA,5/2/23,69,29.63,NA,7/10/23,13:56 ,ZT7.5,GF,196
228_B6WSBF1J_10F_26,igvf_023,G1,Single,GonadsFemale,B6WSBF1J,Parse_WT_Mega,v2,NA,NA,G,1,Nuclei,Female,PNM_02,NA,5/9/23,69,15.1,Diestrus,7/17/23,10:58 ,ZT4.5,GF,77
223_B6WSBF1J_10M_25,igvf_023,G2,Single,GonadsMale,B6WSBF1J,Parse_WT_Mega,v2,NA,NA,G,2,Nuclei,Male,PNM_02,NA,5/9/23,69,21.4,NA,7/17/23,12:20 ,ZT6,GF,237
232_B6WSBF1J_10F_26,igvf_023,G3,Single,GonadsFemale,B6WSBF1J,Parse_WT_Mega,v2,NA,NA,G,3,Nuclei,Female,PNM_02,NA,5/9/23,69,16.29,Diestrus,7/17/23,11:53 ,ZT5.5,GF,72
225_B6WSBF1J_10M_25,igvf_023,G4,Single,GonadsMale,B6WSBF1J,Parse_WT_Mega,v2,NA,NA,G,4,Nuclei,Male,PNM_02,NA,5/9/23,69,19.9,NA,7/17/23,13:33 ,ZT7,GF,229
234_B6WSBF1J_10F_26,igvf_023,G5,Single,GonadsFemale,B6WSBF1J,Parse_WT_Mega,v2,NA,NA,G,5,Nuclei,Female,PNM_02,NA,6/6/23,69,16.3,Diestrus,8/14/23,12:20 ,ZT6,GF,58
227_B6WSBF1J_10M_25,igvf_023,G6,Single,GonadsMale,B6WSBF1J,Parse_WT_Mega,v2,NA,NA,G,6,Nuclei,Male,PNM_02,NA,5/9/23,69,19.8,NA,7/17/23,13:59 ,ZT7.5,GF,211
238_B6WSBF1J_10F_26,igvf_023,G7,Single,GonadsFemale,B6WSBF1J,Parse_WT_Mega,v2,NA,NA,G,7,Nuclei,Female,PNM_02,NA,6/6/23,69,16,Diestrus,8/14/23,14:03 ,ZT7.5,GF,47
229_B6WSBF1J_10M_25,igvf_023,G8,Single,GonadsMale,B6WSBF1J,Parse_WT_Mega,v2,NA,NA,G,8,Nuclei,Male,PNM_02,NA,5/9/23,69,21.5,NA,7/17/23,14:25 ,ZT8,GF,220
178_B6NZOF1J_10F_26,igvf_023,H1,Single,GonadsFemale,B6NZOF1J,Parse_WT_Mega,v2,NA,NA,H,1,Nuclei,Female,PNM_02,NA,5/30/23,69,27.3,Proestrus,8/7/23,10:28 ,ZT4,GF,76
175_B6NZOF1J_10M_25,igvf_023,H2,Single,GonadsMale,B6NZOF1J,Parse_WT_Mega,v2,NA,NA,H,2,Nuclei,Male,PNM_02,NA,5/30/23,69,35.3,NA,8/7/23,12:33 ,ZT6,GF,194
180_B6NZOF1J_10F_26,igvf_023,H3,Single,GonadsFemale,B6NZOF1J,Parse_WT_Mega,v2,NA,NA,H,3,Nuclei,Female,PNM_02,NA,5/30/23,69,25.4,Diestrus,8/7/23,10:56 ,ZT4.5,GF,90
177_B6NZOF1J_10M_25,igvf_023,H4,Single,GonadsMale,B6NZOF1J,Parse_WT_Mega,v2,NA,NA,H,4,Nuclei,Male,PNM_02,NA,5/30/23,69,37.8,NA,8/7/23,14:01 ,ZT7.5,GF,209
188_B6NZOF1J_10F_26,igvf_023,H5,Single,GonadsFemale,B6NZOF1J,Parse_WT_Mega,v2,NA,NA,H,5,Nuclei,Female,PNM_02,NA,6/13/23,65,25.4,Proestrus,8/17/23,12:40 ,ZT6,GF,66
181_B6NZOF1J_10M_25,igvf_023,H6,Single,GonadsMale,B6NZOF1J,Parse_WT_Mega,v2,NA,NA,H,6,Nuclei,Male,PNM_02,NA,5/30/23,69,39.2,NA,8/7/23,15:13 ,ZT8.5,GF,213
190_B6NZOF1J_10F_26,igvf_023,H7,Single,GonadsFemale,B6NZOF1J,Parse_WT_Mega,v2,NA,NA,H,7,Nuclei,Female,PNM_02,NA,6/13/23,65,25.3,Diestrus,8/17/23,14:10 ,ZT7.5,GF,69
185_B6NZOF1J_10M_25,igvf_023,H8,Single,GonadsMale,B6NZOF1J,Parse_WT_Mega,v2,NA,NA,H,8,Nuclei,Male,PNM_02,NA,6/13/23,65,33.2,NA,8/17/23,14:37 ,ZT8,GF,201
AB_F1_26,igvf_023,A9,Multiplexed,GonadsFemale,B6J/B6NODF1J,Parse_WT_Mega,v2,698_B6J_10F_26,164_B6NODF1J_10F_26,A,9,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AB_F3_26,igvf_023,B9,Multiplexed,GonadsFemale,B6J/B6NODF1J,Parse_WT_Mega,v2,704_B6J_10F_26,170_B6NODF1J_10F_26,B,9,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CD_F1_26,igvf_023,C9,Multiplexed,GonadsFemale,B6AF1J/B6PWKF1J,Parse_WT_Mega,v2,128_B6AF1J_10F_26,210_B6PWKF1J_10F_26,C,9,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CD_F3_26,igvf_023,D9,Multiplexed,GonadsFemale,B6AF1J/B6PWKF1J,Parse_WT_Mega,v2,132_B6AF1J_10F_26,216_B6PWKF1J_10F_26,D,9,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EF_F1_26,igvf_023,E9,Multiplexed,GonadsFemale,B6129S1F1J/B6CASTF1J,Parse_WT_Mega,v2,144_B6129S1F1J_10F_26,194_B6CASTF1J_10F_26,E,9,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EF_F3_26,igvf_023,F9,Multiplexed,GonadsFemale,B6129S1F1J/B6CASTF1J,Parse_WT_Mega,v2,152_B6129S1F1J_10F_26,202_B6CASTF1J_10F_26,F,9,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GH_F1_26,igvf_023,G9,Multiplexed,GonadsFemale,B6WSBF1J/B6NZOF1J,Parse_WT_Mega,v2,228_B6WSBF1J_10F_26,178_B6NZOF1J_10F_26,G,9,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GH_F3_26,igvf_023,H9,Multiplexed,GonadsFemale,B6WSBF1J/B6NZOF1J,Parse_WT_Mega,v2,234_B6WSBF1J_10F_26,188_B6NZOF1J_10F_26,H,9,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AB_M1_25,igvf_023,A10,Multiplexed,GonadsMale,B6J/B6NODF1J,Parse_WT_Mega,v2,701_B6J_10M_25,159_B6NODF1J_10M_25,A,10,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AB_M3_25,igvf_023,B10,Multiplexed,GonadsMale,B6J/B6NODF1J,Parse_WT_Mega,v2,705_B6J_10M_25,165_B6NODF1J_10M_25,B,10,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CD_M1_25,igvf_023,C10,Multiplexed,GonadsMale,B6AF1J/B6PWKF1J,Parse_WT_Mega,v2,127_B6AF1J_10M_25,207_B6PWKF1J_10M_25,C,10,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CD_M3_25,igvf_023,D10,Multiplexed,GonadsMale,B6AF1J/B6PWKF1J,Parse_WT_Mega,v2,131_B6AF1J_10M_25,215_B6PWKF1J_10M_25,D,10,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EF_M1_25,igvf_023,E10,Multiplexed,GonadsMale,B6129S1F1J/B6CASTF1J,Parse_WT_Mega,v2,143_B6129S1F1J_10M_25,191_B6CASTF1J_10M_25,E,10,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EF_M3_25,igvf_023,F10,Multiplexed,GonadsMale,B6129S1F1J/B6CASTF1J,Parse_WT_Mega,v2,155_B6129S1F1J_10M_25,195_B6CASTF1J_10M_25,F,10,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GH_M1_25,igvf_023,G10,Multiplexed,GonadsMale,B6WSBF1J/B6NZOF1J,Parse_WT_Mega,v2,223_B6WSBF1J_10M_25,175_B6NZOF1J_10M_25,G,10,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GH_M3_25,igvf_023,H10,Multiplexed,GonadsMale,B6WSBF1J/B6NZOF1J,Parse_WT_Mega,v2,227_B6WSBF1J_10M_25,181_B6NZOF1J_10M_25,H,10,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AB_F2_26,igvf_023,A11,Multiplexed,GonadsFemale,B6J/B6NODF1J,Parse_WT_Mega,v2,702_B6J_10F_26,166_B6NODF1J_10F_26,A,11,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AB_F4_26,igvf_023,B11,Multiplexed,GonadsFemale,B6J/B6NODF1J,Parse_WT_Mega,v2,706_B6J_10F_26,172_B6NODF1J_10F_26,B,11,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CD_F2_26,igvf_023,C11,Multiplexed,GonadsFemale,B6AF1J/B6PWKF1J,Parse_WT_Mega,v2,130_B6AF1J_10F_26,212_B6PWKF1J_10F_26,C,11,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CD_F4_26,igvf_023,D11,Multiplexed,GonadsFemale,B6AF1J/B6PWKF1J,Parse_WT_Mega,v2,138_B6AF1J_10F_26,218_B6PWKF1J_10F_26,D,11,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EF_F2_26,igvf_023,E11,Multiplexed,GonadsFemale,B6129S1F1J/B6CASTF1J,Parse_WT_Mega,v2,150_B6129S1F1J_10F_26,196_B6CASTF1J_10F_26,E,11,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EF_F4_26,igvf_023,F11,Multiplexed,GonadsFemale,B6129S1F1J/B6CASTF1J,Parse_WT_Mega,v2,156_B6129S1F1J_10F_26,204_B6CASTF1J_10F_26,F,11,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GH_F2_26,igvf_023,G11,Multiplexed,GonadsFemale,B6WSBF1J/B6NZOF1J,Parse_WT_Mega,v2,232_B6WSBF1J_10F_26,180_B6NZOF1J_10F_26,G,11,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GH_F4_26,igvf_023,H11,Multiplexed,GonadsFemale,B6WSBF1J/B6NZOF1J,Parse_WT_Mega,v2,238_B6WSBF1J_10F_26,190_B6NZOF1J_10F_26,H,11,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AB_M2_25,igvf_023,A12,Multiplexed,GonadsMale,B6J/B6NODF1J,Parse_WT_Mega,v2,703_B6J_10M_25,161_B6NODF1J_10M_25,A,12,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AB_M4_25,igvf_023,B12,Multiplexed,GonadsMale,B6J/B6NODF1J,Parse_WT_Mega,v2,707_B6J_10M_25,167_B6NODF1J_10M_25,B,12,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CD_M2_25,igvf_023,C12,Multiplexed,GonadsMale,B6AF1J/B6PWKF1J,Parse_WT_Mega,v2,129_B6AF1J_10M_25,213_B6PWKF1J_10M_25,C,12,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CD_M4_25,igvf_023,D12,Multiplexed,GonadsMale,B6AF1J/B6PWKF1J,Parse_WT_Mega,v2,133_B6AF1J_10M_25,217_B6PWKF1J_10M_25,D,12,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EF_M2_25,igvf_023,E12,Multiplexed,GonadsMale,B6129S1F1J/B6CASTF1J,Parse_WT_Mega,v2,153_B6129S1F1J_10M_25,193_B6CASTF1J_10M_25,E,12,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EF_M4_25,igvf_023,F12,Multiplexed,GonadsMale,B6129S1F1J/B6CASTF1J,Parse_WT_Mega,v2,157_B6129S1F1J_10M_25,197_B6CASTF1J_10M_25,F,12,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GH_M2_25,igvf_023,G12,Multiplexed,GonadsMale,B6WSBF1J/B6NZOF1J,Parse_WT_Mega,v2,225_B6WSBF1J_10M_25,177_B6NZOF1J_10M_25,G,12,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GH_M4_25,igvf_023,H12,Multiplexed,GonadsMale,B6WSBF1J/B6NZOF1J,Parse_WT_Mega,v2,229_B6WSBF1J_10M_25,185_B6NZOF1J_10M_25,H,12,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
615_B6J_10M_01,hypo_val,A1,Single,Diencephalon,B6J,Parse_WT_Mega,v3,NA,NA,A,1,Nuclei,Male,PNM_02,NA,1/2/24,69,24.7,NA,3/11/24,13:51 ,ZT7.5,HL,84
615_B6J_10M_01,hypo_val,A2,Single,Diencephalon,B6J,Parse_WT_Mega,v3,NA,NA,A,2,Nuclei,Male,PNM_02,NA,1/2/24,69,24.7,NA,3/11/24,13:51 ,ZT7.5,HL,84
615_B6J_10M_01,hypo_val,A3,Single,Diencephalon,B6J,Parse_WT_Mega,v3,NA,NA,A,3,Nuclei,Male,PNM_02,NA,1/2/24,69,24.7,NA,3/11/24,13:51 ,ZT7.5,HL,84
615_B6J_10M_01,hypo_val,A4,Single,Diencephalon,B6J,Parse_WT_Mega,v3,NA,NA,A,4,Nuclei,Male,PNM_02,NA,1/2/24,69,24.7,NA,3/11/24,13:51 ,ZT7.5,HL,84
615_B6J_10M_01,hypo_val,A5,Single,Diencephalon,B6J,Parse_WT_Mega,v3,NA,NA,A,5,Nuclei,Male,PNM_02,NA,1/2/24,69,24.7,NA,3/11/24,13:51 ,ZT7.5,HL,84
615_B6J_10M_01,hypo_val,A6,Single,Diencephalon,B6J,Parse_WT_Mega,v3,NA,NA,A,6,Nuclei,Male,PNM_02,NA,1/2/24,69,24.7,NA,3/11/24,13:51 ,ZT7.5,HL,84
615_B6J_10M_01,hypo_val,A7,Single,Diencephalon,B6J,Parse_WT_Mega,v3,NA,NA,A,7,Nuclei,Male,PNM_02,NA,1/2/24,69,24.7,NA,3/11/24,13:51 ,ZT7.5,HL,84
615_B6J_10M_01,hypo_val,A8,Single,Diencephalon,B6J,Parse_WT_Mega,v3,NA,NA,A,8,Nuclei,Male,PNM_02,NA,1/2/24,69,24.7,NA,3/11/24,13:51 ,ZT7.5,HL,84
615_B6J_10M_01,hypo_val,A9,Single,Diencephalon,B6J,Parse_WT_Mega,v3,NA,NA,A,9,Nuclei,Male,PNM_02,NA,1/2/24,69,24.7,NA,3/11/24,13:51 ,ZT7.5,HL,84
615_B6J_10M_01,hypo_val,A10,Single,Diencephalon,B6J,Parse_WT_Mega,v3,NA,NA,A,10,Nuclei,Male,PNM_02,NA,1/2/24,69,24.7,NA,3/11/24,13:51 ,ZT7.5,HL,84
615_B6J_10M_01,hypo_val,A11,Single,Diencephalon,B6J,Parse_WT_Mega,v3,NA,NA,A,11,Nuclei,Male,PNM_02,NA,1/2/24,69,24.7,NA,3/11/24,13:51 ,ZT7.5,HL,84
615_B6J_10M_01,hypo_val,A12,Single,Diencephalon,B6J,Parse_WT_Mega,v3,NA,NA,A,12,Nuclei,Male,PNM_02,NA,1/2/24,69,24.7,NA,3/11/24,13:51 ,ZT7.5,HL,84
758_B6J_13F_01,hypo_val,B1,Single,Hypothalamus,B6J,Parse_WT_Mega,v3,NA,NA,B,1,Nuclei,Female,PNM_03,NA,1/16/24,98,NA,NA,4/23/24,NA,NA,TB,42
758_B6J_13F_01,hypo_val,B2,Single,Hypothalamus,B6J,Parse_WT_Mega,v3,NA,NA,B,2,Nuclei,Female,PNM_03,NA,1/16/24,98,NA,NA,4/23/24,NA,NA,TB,42
758_B6J_13F_01,hypo_val,B3,Single,Hypothalamus,B6J,Parse_WT_Mega,v3,NA,NA,B,3,Nuclei,Female,PNM_03,NA,1/16/24,98,NA,NA,4/23/24,NA,NA,TB,42
758_B6J_13F_01,hypo_val,B4,Single,Hypothalamus,B6J,Parse_WT_Mega,v3,NA,NA,B,4,Nuclei,Female,PNM_03,NA,1/16/24,98,NA,NA,4/23/24,NA,NA,TB,42
758_B6J_13F_01,hypo_val,B5,Single,Hypothalamus,B6J,Parse_WT_Mega,v3,NA,NA,B,5,Nuclei,Female,PNM_03,NA,1/16/24,98,NA,NA,4/23/24,NA,NA,TB,42
758_B6J_13F_01,hypo_val,B6,Single,Hypothalamus,B6J,Parse_WT_Mega,v3,NA,NA,B,6,Nuclei,Female,PNM_03,NA,1/16/24,98,NA,NA,4/23/24,NA,NA,TB,42
758_B6J_13F_01,hypo_val,B7,Single,Hypothalamus,B6J,Parse_WT_Mega,v3,NA,NA,B,7,Nuclei,Female,PNM_03,NA,1/16/24,98,NA,NA,4/23/24,NA,NA,TB,42
758_B6J_13F_01,hypo_val,B8,Single,Hypothalamus,B6J,Parse_WT_Mega,v3,NA,NA,B,8,Nuclei,Female,PNM_03,NA,1/16/24,98,NA,NA,4/23/24,NA,NA,TB,42
758_B6J_13F_01,hypo_val,B9,Single,Hypothalamus,B6J,Parse_WT_Mega,v3,NA,NA,B,9,Nuclei,Female,PNM_03,NA,1/16/24,98,NA,NA,4/23/24,NA,NA,TB,42
758_B6J_13F_01,hypo_val,B10,Single,Hypothalamus,B6J,Parse_WT_Mega,v3,NA,NA,B,10,Nuclei,Female,PNM_03,NA,1/16/24,98,NA,NA,4/23/24,NA,NA,TB,42
758_B6J_13F_01,hypo_val,B11,Single,Hypothalamus,B6J,Parse_WT_Mega,v3,NA,NA,B,11,Nuclei,Female,PNM_03,NA,1/16/24,98,NA,NA,4/23/24,NA,NA,TB,42
758_B6J_13F_01,hypo_val,B12,Single,Hypothalamus,B6J,Parse_WT_Mega,v3,NA,NA,B,12,Nuclei,Female,PNM_03,NA,1/16/24,98,NA,NA,4/23/24,NA,NA,TB,42
759_B6J_13M_01,hypo_val,C1,Single,Hypothalamus,B6J,Parse_WT_Mega,v3,NA,NA,C,1,Nuclei,Male,PNM_03,NA,1/13/24,101,NA,NA,4/23/24,NA,NA,TB,23
759_B6J_13M_01,hypo_val,C2,Single,Hypothalamus,B6J,Parse_WT_Mega,v3,NA,NA,C,2,Nuclei,Male,PNM_03,NA,1/13/24,101,NA,NA,4/23/24,NA,NA,TB,23
759_B6J_13M_01,hypo_val,C3,Single,Hypothalamus,B6J,Parse_WT_Mega,v3,NA,NA,C,3,Nuclei,Male,PNM_03,NA,1/13/24,101,NA,NA,4/23/24,NA,NA,TB,23
759_B6J_13M_01,hypo_val,C4,Single,Hypothalamus,B6J,Parse_WT_Mega,v3,NA,NA,C,4,Nuclei,Male,PNM_03,NA,1/13/24,101,NA,NA,4/23/24,NA,NA,TB,23
759_B6J_13M_01,hypo_val,C5,Single,Hypothalamus,B6J,Parse_WT_Mega,v3,NA,NA,C,5,Nuclei,Male,PNM_03,NA,1/13/24,101,NA,NA,4/23/24,NA,NA,TB,23
759_B6J_13M_01,hypo_val,C6,Single,Hypothalamus,B6J,Parse_WT_Mega,v3,NA,NA,C,6,Nuclei,Male,PNM_03,NA,1/13/24,101,NA,NA,4/23/24,NA,NA,TB,23
759_B6J_13M_01,hypo_val,C7,Single,Hypothalamus,B6J,Parse_WT_Mega,v3,NA,NA,C,7,Nuclei,Male,PNM_03,NA,1/13/24,101,NA,NA,4/23/24,NA,NA,TB,23
759_B6J_13M_01,hypo_val,C8,Single,Hypothalamus,B6J,Parse_WT_Mega,v3,NA,NA,C,8,Nuclei,Male,PNM_03,NA,1/13/24,101,NA,NA,4/23/24,NA,NA,TB,23
759_B6J_13M_01,hypo_val,C9,Single,Hypothalamus,B6J,Parse_WT_Mega,v3,NA,NA,C,9,Nuclei,Male,PNM_03,NA,1/13/24,101,NA,NA,4/23/24,NA,NA,TB,23
759_B6J_13M_01,hypo_val,C10,Single,Hypothalamus,B6J,Parse_WT_Mega,v3,NA,NA,C,10,Nuclei,Male,PNM_03,NA,1/13/24,101,NA,NA,4/23/24,NA,NA,TB,23
759_B6J_13M_01,hypo_val,C11,Single,Hypothalamus,B6J,Parse_WT_Mega,v3,NA,NA,C,11,Nuclei,Male,PNM_03,NA,1/13/24,101,NA,NA,4/23/24,NA,NA,TB,23
759_B6J_13M_01,hypo_val,C12,Single,Hypothalamus,B6J,Parse_WT_Mega,v3,NA,NA,C,12,Nuclei,Male,PNM_03,NA,1/13/24,101,NA,NA,4/23/24,NA,NA,TB,23
760_B6J_13F_01,hypo_val,D1,Single,Hypothalamus,B6J,Parse_WT_Mega,v3,NA,NA,D,1,Nuclei,Female,PNM_03,NA,1/16/24,98,22.6,NA,4/23/24,NA,NA,TB,35
760_B6J_13F_01,hypo_val,D2,Single,Hypothalamus,B6J,Parse_WT_Mega,v3,NA,NA,D,2,Nuclei,Female,PNM_03,NA,1/16/24,98,22.6,NA,4/23/24,NA,NA,TB,35
760_B6J_13F_01,hypo_val,D3,Single,Hypothalamus,B6J,Parse_WT_Mega,v3,NA,NA,D,3,Nuclei,Female,PNM_03,NA,1/16/24,98,22.6,NA,4/23/24,NA,NA,TB,35
760_B6J_13F_01,hypo_val,D4,Single,Hypothalamus,B6J,Parse_WT_Mega,v3,NA,NA,D,4,Nuclei,Female,PNM_03,NA,1/16/24,98,22.6,NA,4/23/24,NA,NA,TB,35
760_B6J_13F_01,hypo_val,D5,Single,Hypothalamus,B6J,Parse_WT_Mega,v3,NA,NA,D,5,Nuclei,Female,PNM_03,NA,1/16/24,98,22.6,NA,4/23/24,NA,NA,TB,35
760_B6J_13F_01,hypo_val,D6,Single,Hypothalamus,B6J,Parse_WT_Mega,v3,NA,NA,D,6,Nuclei,Female,PNM_03,NA,1/16/24,98,22.6,NA,4/23/24,NA,NA,TB,35
760_B6J_13F_01,hypo_val,D7,Single,Hypothalamus,B6J,Parse_WT_Mega,v3,NA,NA,D,7,Nuclei,Female,PNM_03,NA,1/16/24,98,22.6,NA,4/23/24,NA,NA,TB,35
760_B6J_13F_01,hypo_val,D8,Single,Hypothalamus,B6J,Parse_WT_Mega,v3,NA,NA,D,8,Nuclei,Female,PNM_03,NA,1/16/24,98,22.6,NA,4/23/24,NA,NA,TB,35
760_B6J_13F_01,hypo_val,D9,Single,Hypothalamus,B6J,Parse_WT_Mega,v3,NA,NA,D,9,Nuclei,Female,PNM_03,NA,1/16/24,98,22.6,NA,4/23/24,NA,NA,TB,35
760_B6J_13F_01,hypo_val,D10,Single,Hypothalamus,B6J,Parse_WT_Mega,v3,NA,NA,D,10,Nuclei,Female,PNM_03,NA,1/16/24,98,22.6,NA,4/23/24,NA,NA,TB,35
760_B6J_13F_01,hypo_val,D11,Single,Hypothalamus,B6J,Parse_WT_Mega,v3,NA,NA,D,11,Nuclei,Female,PNM_03,NA,1/16/24,98,22.6,NA,4/23/24,NA,NA,TB,35
760_B6J_13F_01,hypo_val,D12,Single,Hypothalamus,B6J,Parse_WT_Mega,v3,NA,NA,D,12,Nuclei,Female,PNM_03,NA,1/16/24,98,22.6,NA,4/23/24,NA,NA,TB,35
761_B6J_13M_01,hypo_val,E1,Single,Hypothalamus,B6J,Parse_WT_Mega,v3,NA,NA,E,1,Nuclei,Male,PNM_03,NA,1/13/24,101,NA,NA,4/23/24,NA,NA,TB,23
761_B6J_13M_01,hypo_val,E2,Single,Hypothalamus,B6J,Parse_WT_Mega,v3,NA,NA,E,2,Nuclei,Male,PNM_03,NA,1/13/24,101,NA,NA,4/23/24,NA,NA,TB,23
761_B6J_13M_01,hypo_val,E3,Single,Hypothalamus,B6J,Parse_WT_Mega,v3,NA,NA,E,3,Nuclei,Male,PNM_03,NA,1/13/24,101,NA,NA,4/23/24,NA,NA,TB,23
761_B6J_13M_01,hypo_val,E4,Single,Hypothalamus,B6J,Parse_WT_Mega,v3,NA,NA,E,4,Nuclei,Male,PNM_03,NA,1/13/24,101,NA,NA,4/23/24,NA,NA,TB,23
761_B6J_13M_01,hypo_val,E5,Single,Hypothalamus,B6J,Parse_WT_Mega,v3,NA,NA,E,5,Nuclei,Male,PNM_03,NA,1/13/24,101,NA,NA,4/23/24,NA,NA,TB,23
761_B6J_13M_01,hypo_val,E6,Single,Hypothalamus,B6J,Parse_WT_Mega,v3,NA,NA,E,6,Nuclei,Male,PNM_03,NA,1/13/24,101,NA,NA,4/23/24,NA,NA,TB,23
761_B6J_13M_01,hypo_val,E7,Single,Hypothalamus,B6J,Parse_WT_Mega,v3,NA,NA,E,7,Nuclei,Male,PNM_03,NA,1/13/24,101,NA,NA,4/23/24,NA,NA,TB,23
761_B6J_13M_01,hypo_val,E8,Single,Hypothalamus,B6J,Parse_WT_Mega,v3,NA,NA,E,8,Nuclei,Male,PNM_03,NA,1/13/24,101,NA,NA,4/23/24,NA,NA,TB,23
